tender_id,bidder_id,tender_value,bid_value,award_status,submission_date,department,location
TEND_00091,COMP_084,6239573,4900920.0,Lost,2024-03-17,IT,Kolkata
TEND_00484,COMP_007,1373483,1873022.0,Lost,2023-07-19,Education,Bangalore
TEND_01562,COMP_085,1772320,6412712.0,Lost,2023-06-06,Infrastructure,Chennai
TEND_01056,COMP_080,2382517,1454854.0,Lost,2024-05-01,Defense,Delhi
TEND_01246,COMP_068,3246340,8042043.0,Lost,2023-05-14,Infrastructure,Chennai
TEND_00170,COMP_014,8601881,226360.0,Lost,2023-05-28,Defense,Bangalore
TEND_00021,COMP_031,5437408,2489026.0,Lost,2023-12-02,Education,Hyderabad
TEND_00471,COMP_026,5742493,2560419.0,Lost,2023-03-12,Education,Hyderabad
TEND_00792,COMP_016,8297752,5577410.0,Lost,2023-08-21,Education,Mumbai
TEND_00564,COMP_043,1137341,4183286.0,Lost,2023-11-30,Infrastructure,Bangalore
TEND_01597,COMP_038,6245200,8378100.0,Lost,2024-10-27,Health,Mumbai
TEND_00418,COMP_045,4027266,6938728.0,Lost,2023-03-31,Infrastructure,Mumbai
TEND_01426,COMP_060,5608956,5608956.0,Won,2023-11-30,Infrastructure,Mumbai
TEND_00189,COMP_059,3081756,356955.0,Lost,2023-07-18,IT,Chennai
TEND_00109,COMP_054,893523,839911.62,Won,2023-06-10,IT,Delhi
TEND_00814,COMP_093,8984845,4978594.0,Lost,2024-06-21,Infrastructure,Hyderabad
TEND_00955,COMP_087,4090479,4880451.0,Lost,2023-05-01,Defense,Chennai
TEND_01136,COMP_042,142193,4427794.0,Lost,2023-10-28,IT,Delhi
TEND_00251,COMP_004,1236887,7368494.0,Lost,2024-12-24,Infrastructure,Hyderabad
TEND_01342,COMP_097,8946761,6744144.0,Lost,2024-07-28,Health,Bangalore
TEND_01570,COMP_071,3384817,3384817.0,Won,2024-03-11,Defense,Hyderabad
TEND_00141,COMP_082,2765514,7912791.0,Lost,2023-03-09,Education,Hyderabad
TEND_00411,COMP_060,2708571,3835328.0,Lost,2024-04-03,Infrastructure,Hyderabad
TEND_00924,COMP_092,4884357,5334730.0,Lost,2024-05-28,Infrastructure,Kolkata
TEND_00689,COMP_011,7152173,4482610.0,Lost,2024-02-02,Defense,Bangalore
TEND_00986,COMP_025,4942472,4003402.3200000003,Won,2024-09-11,IT,Chennai
TEND_01023,COMP_067,531680,2371133.0,Lost,2023-10-13,IT,Chennai
TEND_01283,COMP_017,5215679,7993140.0,Lost,2024-07-14,IT,Delhi
TEND_00630,COMP_062,6230142,5765626.0,Lost,2023-05-20,Education,Chennai
TEND_01503,COMP_057,5337118,6266714.0,Lost,2024-12-30,Defense,Mumbai
TEND_00492,COMP_065,4150673,6419825.0,Lost,2024-07-09,Defense,Hyderabad
TEND_00974,COMP_065,1584026,5050858.0,Lost,2024-08-12,IT,Chennai
TEND_00710,COMP_097,8754434,7073722.0,Lost,2024-12-28,IT,Delhi
TEND_00941,COMP_034,3517366,8266252.0,Lost,2024-09-01,Health,Delhi
TEND_00100,COMP_080,377359,328302.33,Won,2023-10-09,Health,Mumbai
TEND_01589,COMP_011,367537,3460871.0,Lost,2024-10-22,Infrastructure,Delhi
TEND_00165,COMP_010,7003757,1922971.0,Lost,2024-07-31,Infrastructure,Kolkata
TEND_01262,COMP_023,600222,492182.04,Won,2024-04-01,Defense,Hyderabad
TEND_01035,COMP_075,5025026,6859612.0,Lost,2023-03-28,Defense,Hyderabad
TEND_00438,COMP_056,7845134,5008401.0,Lost,2023-03-20,Education,Hyderabad
TEND_00135,COMP_069,2623619,2911757.0,Lost,2023-07-24,Education,Bangalore
TEND_00397,COMP_023,2503752,5958318.0,Lost,2023-12-03,Health,Chennai
TEND_00913,COMP_038,9802741,6786286.0,Lost,2023-09-11,Infrastructure,Kolkata
TEND_00259,COMP_047,7315760,1622969.0,Lost,2023-10-31,Health,Chennai
TEND_00676,COMP_068,1403038,3696387.0,Lost,2024-01-15,Health,Kolkata
TEND_01141,COMP_070,8689483,1756672.0,Lost,2023-05-10,Infrastructure,Chennai
TEND_00778,COMP_016,4707693,4001539.05,Won,2024-08-18,Education,Mumbai
TEND_00054,COMP_100,4314694,3257883.0,Lost,2023-10-03,Infrastructure,Delhi
TEND_00477,COMP_049,757689,3073631.0,Lost,2024-11-29,IT,Delhi
TEND_00468,COMP_030,1346516,7277212.0,Lost,2024-07-11,IT,Mumbai
TEND_01422,COMP_093,9995225,6468959.0,Lost,2023-07-02,IT,Kolkata
TEND_00118,COMP_009,3513351,7029297.0,Lost,2023-09-25,Defense,Bangalore
TEND_00387,COMP_084,9703648,4069733.0,Lost,2023-11-18,Education,Kolkata
TEND_00438,COMP_074,1904971,4904221.0,Lost,2024-05-26,Education,Delhi
TEND_01309,COMP_035,9088807,3846250.0,Lost,2024-09-03,Defense,Bangalore
TEND_00976,COMP_035,1899396,9385854.0,Lost,2023-03-19,Health,Chennai
TEND_01330,COMP_079,2741276,64675.0,Lost,2023-12-05,IT,Bangalore
TEND_00328,COMP_053,9067469,8507605.0,Lost,2024-11-04,IT,Kolkata
TEND_00190,COMP_035,2576954,9401169.0,Lost,2024-07-09,Health,Mumbai
TEND_00372,COMP_010,6599546,531799.0,Lost,2024-05-23,Infrastructure,Chennai
TEND_00247,COMP_073,8057407,6855805.0,Lost,2023-08-26,Infrastructure,Kolkata
TEND_00440,COMP_046,7435034,7211982.9799999995,Won,2023-05-14,Education,Chennai
TEND_00236,COMP_007,7113410,4509344.0,Lost,2023-07-11,Defense,Bangalore
TEND_00099,COMP_005,9100222,611088.0,Lost,2023-12-22,Education,Delhi
TEND_01312,COMP_072,8051482,6603947.0,Lost,2023-10-05,Infrastructure,Kolkata
TEND_00985,COMP_003,9105605,703003.0,Lost,2023-01-18,Health,Mumbai
TEND_01364,COMP_035,1122647,909344.0700000001,Won,2024-06-07,Education,Bangalore
TEND_01524,COMP_011,1681107,9367004.0,Lost,2023-06-29,IT,Kolkata
TEND_00727,COMP_081,9467063,5073035.0,Lost,2023-05-03,IT,Mumbai
TEND_00776,COMP_093,5156563,4079464.0,Lost,2023-09-03,Health,Kolkata
TEND_00503,COMP_075,8284679,2137101.0,Lost,2024-01-08,Infrastructure,Bangalore
TEND_00666,COMP_052,6513768,6040134.0,Lost,2023-02-20,IT,Kolkata
TEND_00451,COMP_056,9744402,8548967.0,Lost,2023-03-12,IT,Chennai
TEND_00894,COMP_034,5656594,6253714.0,Lost,2024-04-24,Defense,Bangalore
TEND_00725,COMP_043,2000367,6807126.0,Lost,2024-07-13,Education,Kolkata
TEND_00990,COMP_047,1960705,6387057.0,Lost,2023-01-19,Infrastructure,Delhi
TEND_01472,COMP_080,1651596,3586483.0,Lost,2023-03-25,Education,Kolkata
TEND_01215,COMP_063,3841481,1557760.0,Lost,2023-06-04,Infrastructure,Chennai
TEND_00999,COMP_019,5173122,3602689.0,Lost,2024-07-18,IT,Mumbai
TEND_00043,COMP_066,7807202,1908236.0,Lost,2024-09-10,Defense,Mumbai
TEND_00379,COMP_040,6398564,7908426.0,Lost,2023-12-23,Education,Mumbai
TEND_01116,COMP_074,4200276,495930.0,Lost,2024-10-08,IT,Delhi
TEND_01424,COMP_089,5773601,7447324.0,Lost,2024-03-18,Infrastructure,Chennai
TEND_00972,COMP_045,5404075,7991232.0,Lost,2023-03-10,Education,Bangalore
TEND_00035,COMP_043,5329548,3543408.0,Lost,2024-06-06,Education,Mumbai
TEND_01265,COMP_001,2432357,5448252.0,Lost,2023-05-23,IT,Chennai
TEND_01359,COMP_022,7954069,136006.0,Lost,2023-07-11,Education,Kolkata
TEND_00954,COMP_028,2295131,4196785.0,Lost,2024-01-22,Defense,Delhi
TEND_01263,COMP_071,4296049,733725.0,Lost,2024-01-13,Defense,Chennai
TEND_00290,COMP_080,8530473,9222376.0,Lost,2024-08-03,IT,Chennai
TEND_00859,COMP_058,5505770,251487.0,Lost,2024-06-18,Infrastructure,Bangalore
TEND_00732,COMP_080,1122200,6434308.0,Lost,2024-11-23,IT,Chennai
TEND_00461,COMP_054,2956158,3682820.0,Lost,2023-10-20,Defense,Bangalore
TEND_01649,COMP_037,1272869,3329321.0,Lost,2023-01-09,Health,Delhi
TEND_00721,COMP_020,3175354,7063523.0,Lost,2023-09-28,Health,Delhi
TEND_01347,COMP_012,9868159,723841.0,Lost,2024-01-22,Education,Kolkata
TEND_01603,COMP_068,4832883,5465712.0,Lost,2023-04-03,Education,Bangalore
TEND_00778,COMP_049,6551632,3497501.0,Lost,2024-06-12,Health,Bangalore
TEND_00676,COMP_097,9352640,8478840.0,Lost,2023-06-03,Defense,Mumbai
TEND_00532,COMP_032,4032588,2490840.0,Lost,2024-02-09,Education,Mumbai
TEND_00174,COMP_039,8133123,5496973.0,Lost,2023-05-29,IT,Kolkata
TEND_00267,COMP_040,6210686,1424904.0,Lost,2023-09-24,IT,Delhi
TEND_00681,COMP_012,9356167,7398172.0,Lost,2024-02-26,Defense,Hyderabad
TEND_00820,COMP_036,685605,1482188.0,Lost,2024-09-09,Education,Mumbai
TEND_01096,COMP_046,7529821,1701321.0,Lost,2024-04-16,IT,Chennai
TEND_00663,COMP_018,4633897,583645.0,Lost,2024-06-30,Education,Delhi
TEND_01258,COMP_068,9253739,5399552.0,Lost,2024-09-22,Education,Hyderabad
TEND_00061,COMP_081,7463718,4570121.0,Lost,2024-06-09,IT,Chennai
TEND_00146,COMP_092,117661,5877801.0,Lost,2024-05-17,Health,Bangalore
TEND_00418,COMP_060,6909991,6956855.0,Lost,2023-01-14,IT,Delhi
TEND_00192,COMP_068,7635153,6595091.0,Lost,2024-10-13,Defense,Kolkata
TEND_01278,COMP_032,5964988,5368489.2,Won,2023-12-30,Infrastructure,Bangalore
TEND_01431,COMP_024,6608221,3411823.0,Lost,2023-04-29,IT,Bangalore
TEND_01365,COMP_012,1357506,7415683.0,Lost,2023-08-26,Education,Chennai
TEND_00002,COMP_038,2951614,2212354.0,Lost,2024-06-29,Education,Bangalore
TEND_01438,COMP_015,3016422,6484522.0,Lost,2023-06-18,IT,Mumbai
TEND_00765,COMP_039,3758654,5092999.0,Lost,2024-06-05,Infrastructure,Delhi
TEND_00090,COMP_060,7365436,4430010.0,Lost,2024-09-25,IT,Mumbai
TEND_00858,COMP_058,168033,4863750.0,Lost,2024-10-18,Infrastructure,Chennai
TEND_01030,COMP_043,9068873,8252674.430000001,Won,2024-05-30,Infrastructure,Hyderabad
TEND_00825,COMP_049,5922354,9257863.0,Lost,2024-02-01,Defense,Chennai
TEND_00732,COMP_054,1265502,3516750.0,Lost,2023-04-16,Education,Delhi
TEND_00086,COMP_092,9860404,4520156.0,Lost,2023-03-26,Education,Bangalore
TEND_00442,COMP_094,2369049,2810331.0,Lost,2023-08-02,Infrastructure,Kolkata
TEND_00217,COMP_018,6342518,8115297.0,Lost,2023-05-01,Education,Chennai
TEND_00477,COMP_017,7637768,9021766.0,Lost,2023-05-12,Health,Delhi
TEND_01457,COMP_029,3770464,2675723.0,Lost,2023-07-16,Infrastructure,Kolkata
TEND_00802,COMP_019,2242614,910139.0,Lost,2023-01-19,Education,Bangalore
TEND_00048,COMP_085,820173,7588159.0,Lost,2024-10-03,Health,Hyderabad
TEND_01043,COMP_062,5692264,5429935.0,Lost,2023-01-12,Defense,Chennai
TEND_01323,COMP_087,517010,2946717.0,Lost,2023-03-22,Education,Hyderabad
TEND_01174,COMP_096,1705016,6330939.0,Lost,2023-11-26,Health,Delhi
TEND_00514,COMP_049,4271038,6861525.0,Lost,2024-01-27,IT,Hyderabad
TEND_00023,COMP_020,9362483,8519859.530000001,Won,2024-09-28,IT,Hyderabad
TEND_00675,COMP_039,8426430,5737796.0,Lost,2023-11-03,Health,Delhi
TEND_00372,COMP_057,3930993,8723376.0,Lost,2023-09-24,Infrastructure,Delhi
TEND_01392,COMP_066,2618103,6867567.0,Lost,2024-03-22,Infrastructure,Chennai
TEND_00188,COMP_041,8519872,2684929.0,Lost,2024-03-16,Education,Hyderabad
TEND_01567,COMP_050,8461883,3178211.0,Lost,2024-10-13,IT,Kolkata
TEND_01072,COMP_072,6532532,7485449.0,Lost,2023-01-02,Infrastructure,Delhi
TEND_00255,COMP_045,5246467,1771199.0,Lost,2024-06-03,Infrastructure,Bangalore
TEND_01543,COMP_017,6002793,5116915.0,Lost,2024-10-12,IT,Hyderabad
TEND_00483,COMP_057,9011343,488945.0,Lost,2024-09-27,Defense,Delhi
TEND_01167,COMP_080,2050609,7427003.0,Lost,2023-11-05,Infrastructure,Kolkata
TEND_00688,COMP_023,9351434,6355114.0,Lost,2024-06-05,Health,Chennai
TEND_00799,COMP_004,2747143,66253.0,Lost,2024-04-13,Education,Hyderabad
TEND_00782,COMP_023,9301130,8371017.0,Won,2023-07-31,Infrastructure,Delhi
TEND_00756,COMP_029,9242300,2321787.0,Lost,2023-04-22,Infrastructure,Delhi
TEND_00240,COMP_079,9599765,7735840.0,Lost,2023-01-08,Defense,Bangalore
TEND_00316,COMP_057,1364532,6546553.0,Lost,2024-04-21,Health,Bangalore
TEND_00992,COMP_078,471240,9383770.0,Lost,2024-04-04,Education,Hyderabad
TEND_01235,COMP_050,994789,1319634.0,Lost,2023-09-10,Infrastructure,Delhi
TEND_00226,COMP_052,2263573,2800063.0,Lost,2024-06-09,Education,Hyderabad
TEND_00116,COMP_058,8964501,1273807.0,Lost,2024-03-13,IT,Delhi
TEND_01279,COMP_027,2305363,8556383.0,Lost,2024-10-22,Infrastructure,Bangalore
TEND_01414,COMP_055,8425741,5208515.0,Lost,2023-08-24,Infrastructure,Kolkata
TEND_00563,COMP_100,5106861,7646748.0,Lost,2023-11-02,IT,Mumbai
TEND_01303,COMP_055,6486446,4508158.0,Lost,2024-04-22,Defense,Mumbai
TEND_00442,COMP_076,4198887,8848208.0,Lost,2024-11-09,Infrastructure,Delhi
TEND_00005,COMP_077,9645702,6226422.0,Lost,2023-01-20,Education,Bangalore
TEND_01201,COMP_045,9107014,2314070.0,Lost,2023-08-04,Health,Chennai
TEND_01386,COMP_022,3718866,4458359.0,Lost,2023-05-15,Education,Chennai
TEND_00960,COMP_043,4662338,7685167.0,Lost,2023-05-09,Defense,Mumbai
TEND_01092,COMP_074,1083255,2876569.0,Lost,2024-02-14,Health,Kolkata
TEND_01432,COMP_066,7132212,7367153.0,Lost,2024-02-26,Education,Mumbai
TEND_00739,COMP_025,8252787,2564507.0,Lost,2023-10-21,Education,Delhi
TEND_00802,COMP_088,5039847,1301715.0,Lost,2023-09-03,IT,Kolkata
TEND_00550,COMP_004,8979285,8513865.0,Lost,2024-12-01,Defense,Chennai
TEND_01262,COMP_027,7693603,1571534.0,Lost,2024-07-09,IT,Bangalore
TEND_00624,COMP_087,3144235,869143.0,Lost,2023-03-27,Health,Bangalore
TEND_01543,COMP_009,9610067,9225664.32,Won,2024-07-09,IT,Delhi
TEND_01439,COMP_087,6036126,3847986.0,Lost,2024-01-10,Defense,Mumbai
TEND_01623,COMP_012,2909653,416616.0,Lost,2024-03-21,Infrastructure,Delhi
TEND_00395,COMP_082,437952,2005155.0,Lost,2024-01-13,Infrastructure,Bangalore
TEND_00634,COMP_021,1080117,9208766.0,Lost,2024-01-25,Health,Chennai
TEND_01416,COMP_074,2946818,2755527.0,Lost,2024-10-18,Infrastructure,Bangalore
TEND_00680,COMP_069,2407821,1813967.0,Lost,2023-02-20,IT,Kolkata
TEND_00527,COMP_087,8963742,9349991.0,Lost,2023-08-30,Health,Hyderabad
TEND_00783,COMP_062,5634263,8415043.0,Lost,2023-10-21,Defense,Bangalore
TEND_01511,COMP_043,294761,324215.0,Lost,2024-07-16,Health,Bangalore
TEND_00631,COMP_062,8436180,2888236.0,Lost,2023-09-23,Health,Hyderabad
TEND_01635,COMP_079,114323,7424933.0,Lost,2023-04-30,Education,Kolkata
TEND_01311,COMP_082,1287715,1068803.45,Won,2024-12-12,Education,Mumbai
TEND_01079,COMP_081,8090979,6198973.0,Lost,2023-09-05,Health,Bangalore
TEND_00252,COMP_058,1004480,6080218.0,Lost,2023-03-11,Infrastructure,Delhi
TEND_01596,COMP_054,6731134,2005584.0,Lost,2023-02-26,Education,Bangalore
TEND_00209,COMP_060,904016,6268754.0,Lost,2024-01-17,Defense,Delhi
TEND_01597,COMP_017,5397417,5630709.0,Lost,2023-02-08,IT,Kolkata
TEND_00550,COMP_098,9303517,8001024.62,Won,2024-03-18,Education,Bangalore
TEND_00167,COMP_030,5859701,4271156.0,Lost,2023-01-18,Health,Kolkata
TEND_01398,COMP_058,9489101,5800892.0,Lost,2023-12-18,Infrastructure,Kolkata
TEND_00165,COMP_096,8721370,8028372.0,Lost,2023-10-25,IT,Mumbai
TEND_01506,COMP_052,2933427,8172747.0,Lost,2023-10-10,Education,Bangalore
TEND_00026,COMP_091,1466012,4272995.0,Lost,2024-08-08,Infrastructure,Delhi
TEND_00239,COMP_082,5802810,7382694.0,Lost,2023-04-20,Infrastructure,Delhi
TEND_01441,COMP_014,621650,8966334.0,Lost,2023-06-29,Infrastructure,Bangalore
TEND_01605,COMP_076,4526576,3997255.0,Lost,2024-06-27,Health,Hyderabad
TEND_00124,COMP_042,8824533,3862242.0,Lost,2023-01-25,Defense,Mumbai
TEND_01293,COMP_006,2913793,5035488.0,Lost,2023-02-26,Infrastructure,Mumbai
TEND_00439,COMP_028,4959047,284968.0,Lost,2023-06-29,IT,Mumbai
TEND_01031,COMP_066,6931289,8722571.0,Lost,2023-08-20,Education,Delhi
TEND_00658,COMP_071,7472212,2637536.0,Lost,2023-12-09,IT,Kolkata
TEND_00133,COMP_014,3807974,5549381.0,Lost,2024-04-21,Health,Hyderabad
TEND_00544,COMP_015,8841689,564165.0,Lost,2024-07-29,Health,Mumbai
TEND_01116,COMP_033,7261179,4459084.0,Lost,2024-03-30,IT,Delhi
TEND_00883,COMP_025,8817500,3485866.0,Lost,2023-08-20,Defense,Delhi
TEND_01579,COMP_085,4249591,3923363.0,Lost,2023-10-16,Health,Kolkata
TEND_01037,COMP_040,5550545,1072557.0,Lost,2023-08-01,Health,Bangalore
TEND_01468,COMP_015,8341923,7480697.0,Lost,2023-09-15,IT,Bangalore
TEND_00808,COMP_064,3204240,5943885.0,Lost,2024-06-13,Health,Mumbai
TEND_00895,COMP_063,9095310,8367685.2,Won,2024-11-17,Defense,Mumbai
TEND_01022,COMP_038,7846324,7991155.0,Lost,2023-08-17,Defense,Hyderabad
TEND_00389,COMP_008,8162074,5733238.0,Lost,2023-08-14,Defense,Kolkata
TEND_01132,COMP_080,2240222,6748560.0,Lost,2024-08-18,Education,Mumbai
TEND_00476,COMP_077,2769269,1830559.0,Lost,2024-03-10,Defense,Kolkata
TEND_00377,COMP_041,7285574,8742057.0,Lost,2024-02-06,Defense,Delhi
TEND_00150,COMP_075,5722354,578634.0,Lost,2024-09-13,Education,Mumbai
TEND_01619,COMP_070,5255597,3977747.0,Lost,2023-03-29,Infrastructure,Delhi
TEND_01258,COMP_088,5334958,8623845.0,Lost,2024-08-06,Health,Chennai
TEND_01165,COMP_046,836667,8147873.0,Lost,2024-06-25,Defense,Kolkata
TEND_00167,COMP_049,9792257,9289655.0,Lost,2024-11-14,Health,Chennai
TEND_00276,COMP_059,1762503,4668636.0,Lost,2023-11-05,IT,Mumbai
TEND_00496,COMP_087,3659736,7601855.0,Lost,2023-12-09,Health,Delhi
TEND_00048,COMP_085,8110833,5379233.0,Lost,2024-03-11,Education,Mumbai
TEND_00537,COMP_010,6688155,1451368.0,Lost,2023-06-26,Health,Chennai
TEND_00093,COMP_098,1434418,1348352.92,Won,2023-05-19,Health,Mumbai
TEND_00593,COMP_064,436594,384202.72000000003,Won,2023-07-13,Health,Hyderabad
TEND_00713,COMP_070,2919760,5830267.0,Lost,2023-07-05,Infrastructure,Bangalore
TEND_00404,COMP_086,1142501,1269744.0,Lost,2023-08-06,Infrastructure,Chennai
TEND_00682,COMP_080,5288331,6015226.0,Lost,2023-06-13,IT,Mumbai
TEND_01128,COMP_040,8575631,4907894.0,Lost,2023-06-10,Education,Delhi
TEND_00298,COMP_097,1185964,2176018.0,Lost,2024-06-08,Health,Mumbai
TEND_00290,COMP_083,9922232,8255710.0,Lost,2024-08-23,Health,Delhi
TEND_01009,COMP_050,2205748,3534429.0,Lost,2023-02-11,Health,Bangalore
TEND_00633,COMP_033,3975282,6933260.0,Lost,2023-07-29,Health,Mumbai
TEND_01130,COMP_029,923172,6523443.0,Lost,2023-10-02,Infrastructure,Bangalore
TEND_00824,COMP_055,8960852,339746.0,Lost,2023-10-06,IT,Chennai
TEND_00965,COMP_014,5705378,5755754.0,Lost,2023-09-08,Defense,Delhi
TEND_00385,COMP_086,4923594,5477019.0,Lost,2023-11-06,Education,Hyderabad
TEND_01056,COMP_079,4113309,4397892.0,Lost,2024-12-20,Health,Chennai
TEND_00761,COMP_090,6991245,1747159.0,Lost,2023-05-20,IT,Delhi
TEND_01103,COMP_077,9501244,3802985.0,Lost,2024-06-29,Defense,Bangalore
TEND_01487,COMP_005,7867304,3847177.0,Lost,2024-06-13,IT,Kolkata
TEND_00770,COMP_063,879735,8557558.0,Lost,2023-02-26,Infrastructure,Mumbai
TEND_00476,COMP_084,7071862,1198224.0,Lost,2023-04-22,Defense,Bangalore
TEND_00905,COMP_002,8401245,2695235.0,Lost,2023-01-05,IT,Delhi
TEND_00123,COMP_093,5332591,4785039.0,Lost,2024-02-14,Infrastructure,Delhi
TEND_01564,COMP_016,7533058,8344350.0,Lost,2024-02-18,IT,Delhi
TEND_01634,COMP_046,2612469,2348554.0,Lost,2023-07-01,IT,Delhi
TEND_00495,COMP_100,3136176,4065120.0,Lost,2023-01-13,Defense,Mumbai
TEND_01592,COMP_043,6559590,2991862.0,Lost,2023-12-05,Infrastructure,Chennai
TEND_01142,COMP_100,5395854,2721517.0,Lost,2023-09-16,Health,Hyderabad
TEND_00756,COMP_091,7540200,4352086.0,Lost,2023-03-31,Education,Kolkata
TEND_00500,COMP_089,4933680,7376006.0,Lost,2024-09-07,Defense,Mumbai
TEND_01653,COMP_031,3731262,9060828.0,Lost,2024-11-28,Infrastructure,Delhi
TEND_01412,COMP_088,4683078,8374442.0,Lost,2023-09-07,IT,Mumbai
TEND_00177,COMP_088,2659089,6214912.0,Lost,2023-09-12,Infrastructure,Bangalore
TEND_00631,COMP_010,2558749,8876924.0,Lost,2024-08-10,Education,Hyderabad
TEND_00594,COMP_037,964228,3562741.0,Lost,2023-04-18,Education,Delhi
TEND_00490,COMP_009,1003959,6213563.0,Lost,2024-10-29,Health,Kolkata
TEND_01157,COMP_067,7955477,3501653.0,Lost,2024-08-16,Health,Delhi
TEND_00037,COMP_065,3419538,5474219.0,Lost,2024-08-11,Education,Hyderabad
TEND_01373,COMP_006,395266,387360.68,Won,2024-04-29,Defense,Kolkata
TEND_00655,COMP_063,9977209,1933806.0,Lost,2023-09-15,Defense,Hyderabad
TEND_00014,COMP_073,4587358,4036875.04,Won,2024-09-30,IT,Kolkata
TEND_01431,COMP_076,9546563,4006676.0,Lost,2023-10-09,Health,Chennai
TEND_01288,COMP_043,6917100,1805462.0,Lost,2023-03-29,IT,Chennai
TEND_01611,COMP_010,5325034,4103848.0,Lost,2023-07-23,Health,Mumbai
TEND_01507,COMP_010,7603974,854178.0,Lost,2023-01-16,Education,Mumbai
TEND_01233,COMP_022,9853005,7977310.0,Lost,2023-05-31,Defense,Kolkata
TEND_01378,COMP_008,6147091,4822402.0,Lost,2023-09-11,Defense,Delhi
TEND_01494,COMP_060,3227993,6979106.0,Lost,2023-07-07,Education,Bangalore
TEND_01284,COMP_052,7755092,7531327.0,Lost,2023-11-25,IT,Bangalore
TEND_00381,COMP_045,7633354,6717351.5200000005,Won,2024-06-27,IT,Delhi
TEND_01327,COMP_001,3181209,766037.0,Lost,2024-02-01,Infrastructure,Delhi
TEND_00363,COMP_035,9662128,5552683.0,Lost,2024-05-31,Health,Chennai
TEND_00315,COMP_013,5863365,4749325.65,Won,2024-04-03,IT,Bangalore
TEND_00415,COMP_087,4107893,3738182.6300000004,Won,2023-11-26,Education,Kolkata
TEND_01250,COMP_070,5741276,6801350.0,Lost,2023-06-18,IT,Hyderabad
TEND_01270,COMP_048,5447662,5120802.279999999,Won,2024-11-23,Defense,Mumbai
TEND_01127,COMP_023,9878366,2937371.0,Lost,2024-01-01,Health,Hyderabad
TEND_00227,COMP_009,1855468,7015199.0,Lost,2023-06-27,Infrastructure,Chennai
TEND_00161,COMP_081,3477975,508001.0,Lost,2024-10-16,Health,Bangalore
TEND_01038,COMP_011,6406228,6056493.0,Lost,2023-12-28,Defense,Delhi
TEND_00066,COMP_037,8564716,2867136.0,Lost,2024-09-30,Defense,Bangalore
TEND_01305,COMP_030,5575633,560693.0,Lost,2023-02-09,Defense,Kolkata
TEND_00056,COMP_039,2130154,2681722.0,Lost,2024-02-20,Defense,Chennai
TEND_00604,COMP_082,2294702,7863114.0,Lost,2023-12-21,Education,Delhi
TEND_00218,COMP_088,3427778,284017.0,Lost,2023-09-12,Infrastructure,Hyderabad
TEND_01505,COMP_065,5785193,459994.0,Lost,2023-05-23,Defense,Kolkata
TEND_00541,COMP_068,7776890,986768.0,Lost,2024-12-10,Defense,Hyderabad
TEND_00688,COMP_007,5947498,5757044.0,Lost,2024-07-30,IT,Mumbai
TEND_00333,COMP_057,8407956,8088846.0,Lost,2023-01-11,Infrastructure,Chennai
TEND_01301,COMP_062,8254298,1121941.0,Lost,2024-09-11,Health,Kolkata
TEND_01450,COMP_017,8826957,510982.0,Lost,2023-01-26,Infrastructure,Kolkata
TEND_00606,COMP_036,9501337,7791096.34,Won,2024-02-25,Infrastructure,Hyderabad
TEND_00830,COMP_022,5893493,318146.0,Lost,2024-10-24,Infrastructure,Delhi
TEND_00451,COMP_075,3436501,5498174.0,Lost,2023-08-09,Defense,Mumbai
TEND_00273,COMP_092,7445350,6169152.0,Lost,2024-05-10,Defense,Hyderabad
TEND_01512,COMP_062,4638334,1209795.0,Lost,2023-08-25,Education,Kolkata
TEND_01562,COMP_045,8514685,7322629.1,Won,2023-08-25,Health,Chennai
TEND_01601,COMP_022,7218362,2722747.0,Lost,2023-08-07,IT,Kolkata
TEND_00489,COMP_090,4377819,2454381.0,Lost,2024-05-01,Infrastructure,Bangalore
TEND_01440,COMP_015,7334953,7071492.0,Lost,2024-04-05,Health,Chennai
TEND_01331,COMP_013,1305564,8354411.0,Lost,2024-10-24,Health,Chennai
TEND_00775,COMP_074,8564493,6904216.0,Lost,2024-09-26,Education,Kolkata
TEND_00125,COMP_036,8980264,2988295.0,Lost,2023-05-24,IT,Delhi
TEND_01248,COMP_043,9109296,3328616.0,Lost,2023-07-08,Infrastructure,Chennai
TEND_00374,COMP_080,4474507,122175.0,Lost,2023-09-12,IT,Bangalore
TEND_01119,COMP_025,2842427,2728729.92,Won,2023-03-09,Education,Hyderabad
TEND_01116,COMP_065,3407679,1402453.0,Lost,2024-09-07,Defense,Delhi
TEND_00658,COMP_025,5798035,3056786.0,Lost,2023-12-02,Health,Delhi
TEND_01399,COMP_061,4440020,140028.0,Lost,2024-11-01,Infrastructure,Delhi
TEND_00922,COMP_073,2731719,2376595.53,Won,2024-02-13,Defense,Chennai
TEND_00150,COMP_029,940695,4364453.0,Lost,2023-10-27,Education,Delhi
TEND_00653,COMP_095,888761,4993008.0,Lost,2024-08-24,IT,Kolkata
TEND_00438,COMP_003,7417664,5490315.0,Lost,2023-12-23,Health,Delhi
TEND_00205,COMP_085,8938923,8597442.0,Lost,2023-09-13,Infrastructure,Bangalore
TEND_00610,COMP_088,5402825,2412555.0,Lost,2023-12-19,Defense,Mumbai
TEND_01239,COMP_021,9738053,3057359.0,Lost,2024-06-04,Defense,Bangalore
